,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
375,Fort Smith,90,US,1577477828,82,35.39,-94.42,64.99,8.05
376,Gasa,0,BT,1577477829,32,27.91,89.73,1.26,14.83
377,Hambantota,5,LK,1577477830,80,6.12,81.12,78.48,20.67
378,Marquette,40,US,1577477614,74,46.54,-87.4,33.8,11.41
379,Victoria,75,BN,1577477641,83,5.28,115.24,78.8,2.24
380,Plast,100,RU,1577477833,97,54.37,60.81,11.25,5.61
381,Inirida,45,CO,1577477834,70,3.87,-67.92,85.8,5.1
382,Clovis,40,US,1577477836,76,36.83,-119.7,54.0,3.36
383,Ko Samui,1,TH,1577477837,78,9.54,99.94,80.46,12.82
384,Zhigansk,100,RU,1577477838,94,66.77,123.37,-26.55,10.89
385,Vanimo,100,PG,1577477839,79,-2.67,141.3,81.75,18.3
386,Medina del Campo,90,ES,1577477840,69,41.31,-4.92,33.8,3.36
387,Kurchum,0,KZ,1577477841,90,48.57,83.65,2.82,5.26
388,Macae,20,BR,1577477757,83,-22.37,-41.79,84.2,20.8
389,Mahanoro,100,MG,1577477843,77,-19.9,48.8,81.21,1.99
390,Seminole,90,US,1577477844,67,32.72,-102.64,62.6,19.46
391,Leh,0,IN,1577477832,9,34.16,77.58,1.06,3.09
392,Chavakkad,40,IN,1577477846,88,10.53,76.05,80.6,3.36
393,Flagstaff,75,US,1577477637,86,35.2,-111.65,46.0,12.75
394,Roald,100,NO,1577477849,60,62.58,6.12,41.0,6.93
395,Krasnogorskiy,0,RU,1577477850,95,55.39,83.61,-21.26,3.69
396,Luanda,20,AO,1577477663,74,-8.83,13.24,82.4,9.17
397,Ilulissat,20,GL,1577477853,59,69.22,-51.1,3.2,2.24
398,Bloomfield,1,US,1577477703,56,40.75,-92.42,42.8,3.36
399,Partenit,63,UA,1577477855,62,44.58,34.34,46.26,7.61
400,Tiznit,0,MA,1577477856,28,29.7,-9.73,61.0,3.74
401,Araouane,0,ML,1577477858,13,18.9,-3.53,68.56,7.34
402,Ottweiler,75,DE,1577477859,93,49.4,7.16,43.0,9.17
403,Pontianak,100,ID,1577477860,98,-0.02,109.34,73.51,1.01
404,Sisimiut,0,GL,1577477861,54,66.94,-53.67,1.8,5.64
405,Mount Isa,40,AU,1577477862,28,-20.73,139.49,84.2,4.7
406,Ambilobe,100,MG,1577477863,95,-13.19,49.05,74.53,1.63
407,Paamiut,8,GL,1577477864,52,61.99,-49.67,20.21,5.12
408,Aras,0,ES,1577477865,80,42.56,-2.36,43.0,9.17
409,Nelson Bay,0,AU,1577477866,77,-32.72,152.14,70.0,1.12
410,Araria,0,IN,1577477867,43,26.13,87.47,52.61,8.19
411,Khandbari,0,NP,1577477868,30,27.38,87.21,30.24,8.23
412,Maumere,10,ID,1577477869,82,-8.63,122.22,78.48,2.71
413,Grand Gaube,40,MU,1577477871,83,-20.01,57.66,79.0,16.11
414,Ayr,100,AU,1577477872,85,-19.58,147.4,73.99,10.65
415,Huixtla,40,MX,1577477873,66,15.14,-92.46,89.6,10.29
416,Lusambo,100,CD,1577477874,97,-4.97,23.44,71.04,1.68
417,Marrakesh,11,MA,1577477875,34,31.63,-7.99,60.8,2.24
418,Pisco,20,PE,1577477876,30,-13.71,-76.2,73.0,21.92
419,Hokitika,2,NZ,1577477878,66,-42.72,170.96,56.39,20.29
420,Agadir,0,MA,1577477879,42,30.42,-9.58,62.6,9.17
421,Puga,0,ES,1577477880,66,42.33,-8.01,53.01,5.82
422,Caravelas,6,BR,1577477881,77,-17.73,-39.27,77.09,8.84
423,Allapalli,0,IN,1577477882,72,19.43,80.06,54.39,3.56
424,Storsteinnes,75,NO,1577477883,92,69.24,19.23,32.0,18.34
425,Kamenka,100,MD,1577477884,89,48.03,28.7,30.99,13.8
426,Sennoy,41,RU,1577477885,90,52.16,46.96,19.51,4.76
427,Kralendijk,75,BQ,1577477773,74,12.15,-68.27,84.2,19.46
428,Todos Santos,75,MX,1577477887,60,23.45,-110.23,73.99,11.41
429,Ribas do Rio Pardo,94,BR,1577477888,78,-20.45,-53.76,81.37,5.03
430,Oranjemund,3,ZA,1577477889,74,-28.55,16.43,61.45,16.75
431,Rio Pomba,40,BR,1577477890,57,-21.28,-43.18,78.8,11.41
432,Taganak,20,PH,1577477892,94,6.08,118.3,78.8,3.36
433,Sorong,100,ID,1577477893,94,-0.86,131.25,74.82,3.83
434,Juan Aldama,90,MX,1577477894,56,24.94,-107.82,75.0,10.38
435,Babu,100,CN,1577477895,98,23.23,104.89,49.46,1.16
436,Brigantine,75,US,1577477896,71,39.41,-74.36,57.99,10.29
437,Ust-Tsilma,30,RU,1577477897,95,65.44,52.15,3.81,3.27
438,Muros,0,ES,1577477898,93,42.77,-9.06,53.01,4.7
439,Vostok,0,RU,1577477899,92,46.45,135.83,-17.52,3.11
440,Pekalongan,71,ID,1577477900,84,-6.89,109.67,75.09,2.33
441,Indramayu,100,ID,1577477901,96,-4.05,103.78,71.2,2.66
442,Golden,75,US,1577477902,51,39.76,-105.22,41.0,5.82
443,Korcula,20,HR,1577477903,60,42.96,17.14,41.0,3.36
444,Praya,40,ID,1577477904,94,-8.71,116.27,73.4,2.28
445,Chuy,60,UY,1577477906,71,-33.69,-53.46,80.4,13.53
446,Nuevo Progreso,40,US,1577477907,44,26.05,-97.95,82.0,10.29
447,Tessalit,0,ML,1577477908,15,20.2,1.01,65.75,12.46
448,Bandarbeyla,16,SO,1577477909,76,9.49,50.81,78.71,22.17
449,Kijang,0,KR,1577477865,46,35.24,129.21,30.2,5.82
450,Ihosy,50,MG,1577477911,92,-22.4,46.13,68.0,8.99
451,Alcudia,0,ES,1577477912,87,39.85,3.12,55.0,2.24
452,Marawi,2,PH,1577477913,93,8.0,124.29,72.0,5.99
453,Arsk,76,RU,1577477914,84,56.09,49.88,8.6,8.95
454,Bilibino,0,RU,1577477915,100,68.06,166.44,-22.31,2.28
455,Pombia,40,GR,1577477917,76,35.01,24.87,51.01,8.05
456,Barabinsk,14,RU,1577477918,90,55.35,78.35,-16.83,8.03
457,Tekeli,100,KZ,1577477919,37,44.86,78.76,28.85,7.27
458,Ucluelet,90,CA,1577477920,100,48.94,-125.55,43.0,2.24
459,Chepareria,71,KE,1577477921,64,1.32,35.2,73.04,2.86
460,Manaquiri,75,BR,1577477922,88,-3.43,-60.46,86.0,3.36
461,Guarapari,40,BR,1577477923,69,-20.67,-40.5,82.99,12.75
462,Nanortalik,100,GL,1577477924,55,60.14,-45.24,31.78,4.63
463,Minot,1,US,1577477925,63,48.23,-101.3,30.99,13.87
464,Gornopravdinsk,100,RU,1577477926,90,60.06,69.92,-2.16,9.26
465,Norrtalje,75,SE,1577477928,86,59.76,18.7,30.99,10.29
466,Deshnok,0,IN,1577477929,25,27.8,73.34,52.92,6.67
467,Cap Malheureux,40,MU,1577477930,83,-19.98,57.61,79.0,16.11
468,Kisangani,12,CD,1577477931,78,0.52,25.21,74.16,1.95
469,Basco,1,US,1577477932,64,40.33,-91.2,43.0,2.73
470,Petropavlovsk-Kamchatskiy,75,RU,1577477933,69,53.05,158.65,33.8,13.42
471,Hami,19,CN,1577477934,66,42.84,93.51,16.29,0.81
472,Lahaina,40,US,1577477935,78,20.87,-156.68,78.8,13.87
473,Sao Joao da Barra,20,BR,1577477936,69,-21.64,-41.05,82.4,14.99
474,Saint-Louis,0,SN,1577477937,83,16.03,-16.5,73.4,6.93
475,Marzuq,49,YE,1577477939,31,14.4,46.47,55.02,3.0
476,Kontagora,0,NG,1577477940,19,10.4,5.47,75.16,8.61
477,Avera,90,US,1577477941,72,33.19,-82.53,70.0,5.82
478,El Retorno,7,CO,1577477942,63,2.33,-72.63,87.39,3.89
479,Zamora,90,ES,1577477943,100,41.51,-5.74,35.01,5.82
480,Marsa Matruh,40,EG,1577477944,71,31.35,27.25,51.8,5.82
481,Lohja,90,FI,1577477945,79,60.25,24.07,26.01,14.99
482,Nichinan,0,JP,1577477946,69,31.65,131.31,37.0,10.0
483,Coffs Harbour,75,AU,1577477947,82,-30.3,153.13,66.2,8.05
484,Novikovo,100,RU,1577477948,92,51.15,37.89,34.23,3.65
485,Sao Felix do Xingu,100,BR,1577477949,89,-6.64,-51.99,80.4,1.83
486,Kantang,24,TH,1577477950,97,7.42,99.52,69.84,3.0
487,Montale,2,IT,1577477952,93,43.94,11.02,44.6,2.24
488,Katangli,100,RU,1577477953,90,51.71,143.23,-3.23,11.59
489,Fuzhou,75,CN,1577477954,66,26.08,119.3,50.0,6.71
490,Cuaspud,75,CO,1577477955,77,0.86,-77.73,60.8,11.41
491,Ormara,0,PK,1577477956,45,25.21,64.64,71.76,2.75
492,Rincon,40,PA,1577477957,74,8.46,-82.28,86.0,11.41
493,Kupang,94,ID,1577477958,69,-10.16,123.6,85.19,6.55
494,Half Moon Bay,1,US,1577477959,58,37.46,-122.43,57.99,12.75
495,Iracoubo,98,GF,1577477960,83,5.48,-53.21,80.29,13.96
496,Adrar,100,DZ,1577477961,24,27.87,-0.29,66.2,17.22
497,Sioux Lookout,20,CA,1577477962,73,50.1,-91.92,26.6,10.29
498,Mulege,95,MX,1577477963,41,26.88,-111.98,67.57,5.86
499,Kabanjahe,40,ID,1577477965,94,3.1,98.49,77.0,3.36
500,Blyth,75,GB,1577477966,100,55.12,-1.5,45.0,6.93
501,Ixtapa,75,MX,1577477967,69,20.71,-105.21,79.0,13.87
502,Deputatskiy,4,RU,1577477968,98,69.3,139.9,-37.86,1.1
503,Fuxin,0,CN,1577477969,82,42.02,121.65,12.43,3.24
504,Fonte Boa,100,BR,1577477970,95,-2.51,-66.09,81.52,1.54
505,Akdagmadeni,98,TR,1577477971,96,39.66,35.88,23.41,2.95
506,Chernyshevskiy,56,RU,1577477972,97,63.01,112.47,-42.5,0.96
507,Lazaro Cardenas,75,MX,1577477973,21,28.39,-105.62,71.6,14.99
508,Uvat,100,RU,1577477975,89,59.14,68.9,0.01,9.42
509,Flin Flon,75,CA,1577477976,85,54.77,-101.88,12.2,3.36
510,Strangnas,94,SE,1577477977,79,59.38,17.03,30.0,8.05
511,Port Elizabeth,90,US,1577477978,71,39.31,-74.98,60.01,4.7
512,Khartoum,0,SD,1577477979,14,15.59,32.54,66.2,9.17
513,Kormilovka,16,RU,1577477980,76,55.0,74.1,-11.2,11.18
514,Barcelona,0,ES,1577477734,76,41.38,2.18,54.0,12.75
515,Lieksa,86,FI,1577477983,91,63.32,30.02,21.13,8.46
516,Madingou,100,CG,1577477984,95,-4.17,13.56,72.28,2.15
517,Agadez,1,NE,1577477800,18,16.97,7.99,69.8,9.17
518,Scarborough,100,GB,1577477986,93,54.28,-0.41,45.0,6.93
519,Aulla,0,IT,1577477987,100,44.21,9.97,50.0,2.24
520,Puerto Escondido,40,MX,1577477988,74,15.86,-97.07,82.4,6.93
521,Piracuruca,100,BR,1577477989,36,-3.93,-41.72,92.5,5.88
522,Katobu,87,ID,1577477990,92,-4.94,122.53,76.98,1.52
523,Lakes Entrance,87,AU,1577477991,55,-37.88,147.99,70.45,7.7
524,Noumea,90,NC,1577477906,94,-22.28,166.46,79.0,4.7
525,Binzhou,0,CN,1577477993,58,37.38,117.96,41.0,1.01
526,Whitefish,90,US,1577477994,80,48.41,-114.33,30.99,8.05
527,San Lorenzo,0,HN,1577477995,30,13.43,-87.45,93.2,4.7
528,Gold Coast,90,AU,1577477841,82,-28.0,153.41,73.99,5.82
529,Gazli,51,UZ,1577477998,40,40.13,63.45,50.5,7.65
530,Fuling,99,CN,1577477999,86,29.71,107.39,41.63,1.99
531,Kharian,40,PK,1577478000,87,32.81,73.87,44.6,4.7
532,Kermanshah,75,IR,1577478001,80,34.32,47.07,41.0,9.17
533,Natividade,50,BR,1577478002,92,-21.04,-41.98,74.1,2.64
534,Port Keats,0,AU,1577478003,81,-14.25,129.55,85.66,15.35
535,Bathsheba,40,BB,1577478004,66,13.22,-59.52,84.2,9.17
536,Vardo,1,US,1577478005,58,39.62,-77.74,61.0,3.36
537,Umm Lajj,0,SA,1577478006,60,25.02,37.27,58.06,8.86
538,Santa Maria da Vitoria,100,BR,1577478007,67,-13.39,-44.19,78.21,3.29
539,Umea,0,SE,1577478009,92,63.83,20.26,12.0,3.36
540,Lingao,100,CN,1577478010,75,19.91,109.69,68.13,12.57
541,Khomeyn,8,IR,1577478011,79,33.64,50.08,28.6,4.52
542,Hay River,75,CA,1577478012,76,60.82,-115.79,-5.8,19.46
543,Pundaguitan,6,PH,1577478013,79,6.37,126.17,79.79,2.75
544,Olinda,40,AU,1577478014,46,-37.84,145.39,73.4,11.41
545,Wageningen,90,NL,1577478015,94,51.98,5.66,41.0,3.36
546,Kloulklubed,75,PW,1577478016,83,7.04,134.26,77.0,5.82
547,Plaine Magnien,40,MU,1577478017,83,-20.43,57.65,79.0,16.11
548,Buchanan,20,LR,1577478018,94,5.88,-10.05,80.6,5.39
549,Stjordalshalsen,100,NO,1577478019,73,63.47,10.93,28.99,17.22
550,Kensington,90,CA,1577478020,79,46.44,-63.64,27.0,10.29
551,Abilene,90,US,1577477932,56,32.45,-99.73,68.0,18.34
552,Bozoum,0,CF,1577478023,24,6.31,16.38,68.79,2.55
553,Grand Forks,1,US,1577477747,78,47.91,-97.06,23.0,12.75
554,Sevsk,100,RU,1577478025,95,52.15,34.49,35.11,3.94
